,date,trial,donor,receiver,donation.sec,observation.sec,,,
10671,2014.06.05,124,marce,lucy,23,3600,,,
10672,2014.06.05,124,mina,lucy,112,3600,,,
10673,2014.06.05,124,mya,lucy,115,3600,,,
10680,2014.06.05,124,vampirella,lucy,71,3600,,,
10690,2014.06.05,124,countess,lucy,8,3600,,,
10697,2014.06.05,124,marce,lucy,23,3600,,,
10698,2014.06.05,124,mina,lucy,112,3600,,,
10699,2014.06.05,124,mya,lucy,115,3600,,,
10706,2014.06.05,124,vampirella,lucy,71,3600,,,
10716,2014.06.05,124,countess,lucy,8,3600,,,
10723,2014.06.05,124,marce,lucy,23,3600,,,
10724,2014.06.05,124,mina,lucy,112,3600,,,
10725,2014.06.05,124,mya,lucy,115,3600,,,
10732,2014.06.05,124,vampirella,lucy,71,3600,,,
10742,2014.06.05,124,countess,lucy,8,3600,,,
10749,2014.06.05,124,marce,lucy,23,3600,,,
10750,2014.06.05,124,mina,lucy,112,3600,,,
10751,2014.06.05,124,mya,lucy,115,3600,,,
10758,2014.06.05,124,vampirella,lucy,71,3600,,,
10768,2014.06.05,124,countess,lucy,8,3600,,,
10775,2014.06.05,124,marce,lucy,23,3600,,,
10776,2014.06.05,124,mina,lucy,112,3600,,,
10777,2014.06.05,124,mya,lucy,115,3600,,,
10784,2014.06.05,124,vampirella,lucy,71,3600,,,
10803,2014.06.05,125,mya,zaria,50,3600,,,
10810,2014.06.05,125,vampirella,zaria,552,3600,,,
10811,2014.06.05,125,veronica,zaria,13,3600,,,
10829,2014.06.05,125,mya,zaria,50,3600,,,
10836,2014.06.05,125,vampirella,zaria,552,3600,,,
10837,2014.06.05,125,veronica,zaria,13,3600,,,
10855,2014.06.05,125,mya,zaria,50,3600,,,
10862,2014.06.05,125,vampirella,zaria,552,3600,,,
10863,2014.06.05,125,veronica,zaria,13,3600,,,
10887,2014.06.06,126,thecount,vampirella,629,3600,,,
10901,2014.06.06,127,houdini,mina,197,3600,,,
10907,2014.06.06,127,mya,mina,264,3600,,,
10910,2014.06.06,127,snow,mina,140,3600,,,
10914,2014.06.06,127,veronica,mina,114,3600,,,
10927,2014.06.06,127,houdini,mina,197,3600,,,
10933,2014.06.06,127,mya,mina,264,3600,,,
10936,2014.06.06,127,snow,mina,140,3600,,,
10940,2014.06.06,127,veronica,mina,114,3600,,,
10953,2014.06.06,127,houdini,mina,197,3600,,,
10959,2014.06.06,127,mya,mina,264,3600,,,
10962,2014.06.06,127,snow,mina,140,3600,,,
10966,2014.06.06,127,veronica,mina,114,3600,,,
10979,2014.06.06,127,houdini,mina,197,3600,,,
10985,2014.06.06,127,mya,mina,264,3600,,,
10988,2014.06.06,127,snow,mina,140,3600,,,
10992,2014.06.06,127,veronica,mina,114,3600,,,
11013,2014.06.07,128,snow,lily,5,3600,,,
11025,2014.06.07,129,cerce,bella,22,3600,,,
11050,2014.06.08,130,cerce,three,239,3600,,,
11060,2014.06.08,130,marce,three,6,3600,,,
11076,2014.06.08,130,cerce,three,239,3600,,,
11086,2014.06.08,130,marce,three,6,3600,,,
11102,2014.06.08,131,cerce,four,71,3600,,,
11104,2014.06.08,131,countess,four,27,3600,,,
11113,2014.06.08,131,mina,four,101,3600,,,
11128,2014.06.08,131,cerce,four,71,3600,,,
11130,2014.06.08,131,countess,four,27,3600,,,
11139,2014.06.08,131,mina,four,101,3600,,,
11154,2014.06.08,131,cerce,four,71,3600,,,
11156,2014.06.08,131,countess,four,27,3600,,,
11165,2014.06.08,131,mina,four,101,3600,,,
11196,2014.06.09,132,snow,veronica,137,3600,,,
11199,2014.06.09,132,thecount,veronica,213,3600,,,
11222,2014.06.09,132,snow,veronica,137,3600,,,
11225,2014.06.09,132,thecount,veronica,213,3600,,,
11242,2014.06.09,133,lucy,mya,60,3600,,,
11245,2014.06.09,133,mina,mya,99,3600,,,
11250,2014.06.09,133,streblick,mya,112,3600,,,
11268,2014.06.09,133,lucy,mya,60,3600,,,
11271,2014.06.09,133,mina,mya,99,3600,,,
11276,2014.06.09,133,streblick,mya,112,3600,,,
11294,2014.06.09,133,lucy,mya,60,3600,,,
11297,2014.06.09,133,mina,mya,99,3600,,,
11302,2014.06.09,133,streblick,mya,112,3600,,,
11321,2014.06.10,134,marce,countess,82,3600,,,
11322,2014.06.10,134,mina,countess,103,3600,,,
11330,2014.06.10,134,veronica,countess,189,3600,,,
11332,2014.06.10,134,zaria,countess,25,3600,,,
11347,2014.06.10,134,marce,countess,82,3600,,,
11348,2014.06.10,134,mina,countess,103,3600,,,
11356,2014.06.10,134,veronica,countess,189,3600,,,
11358,2014.06.10,134,zaria,countess,25,3600,,,
11373,2014.06.10,134,marce,countess,82,3600,,,
11374,2014.06.10,134,mina,countess,103,3600,,,
11382,2014.06.10,134,veronica,countess,189,3600,,,
11384,2014.06.10,134,zaria,countess,25,3600,,,
11399,2014.06.10,134,marce,countess,82,3600,,,
11400,2014.06.10,134,mina,countess,103,3600,,,
11408,2014.06.10,134,veronica,countess,189,3600,,,
11410,2014.06.10,134,zaria,countess,25,3600,,,
11426,2014.06.10,135,mina,snow,13,3600,,,
11439,2014.06.11,136,three,cerce,97,3600,,,
11441,2014.06.11,136,bella,cerce,39,3600,,,
11465,2014.06.11,136,three,cerce,97,3600,,,
11467,2014.06.11,136,bella,cerce,39,3600,,,
11493,2014.06.11,137,bella,marce,11,3600,,,
11495,2014.06.11,137,countess,marce,133,3600,,,
11498,2014.06.11,137,houdini,marce,30,3600,,,
11519,2014.06.11,137,bella,marce,11,3600,,,
11521,2014.06.11,137,countess,marce,133,3600,,,
11524,2014.06.11,137,houdini,marce,30,3600,,,
11545,2014.06.11,137,bella,marce,11,3600,,,
11547,2014.06.11,137,countess,marce,133,3600,,,
11550,2014.06.11,137,houdini,marce,30,3600,,,
11591,2014.06.12,138,veronica,zaria,66,3600,,,
11608,2014.06.12,139,mina,lucy,125,3600,,,
11609,2014.06.12,139,mya,lucy,135,3600,,,
11612,2014.06.12,139,snow,lucy,53,3600,,,
11634,2014.06.12,139,mina,lucy,125,3600,,,
11635,2014.06.12,139,mya,lucy,135,3600,,,
11638,2014.06.12,139,snow,lucy,53,3600,,,
11660,2014.06.12,139,mina,lucy,125,3600,,,
11661,2014.06.12,139,mya,lucy,135,3600,,,
11664,2014.06.12,139,snow,lucy,53,3600,,,
11687,2014.06.13,140,mya,mina,647,3600,,,
11693,2014.06.13,140,thecount,mina,189,3600,,,
11694,2014.06.13,140,veronica,mina,27,3600,,,
11713,2014.06.13,140,mya,mina,647,3600,,,
11719,2014.06.13,140,thecount,mina,189,3600,,,
11720,2014.06.13,140,veronica,mina,27,3600,,,
11739,2014.06.13,140,mya,mina,647,3600,,,
11745,2014.06.13,140,thecount,mina,189,3600,,,
11746,2014.06.13,140,veronica,mina,27,3600,,,
11765,2014.06.13,141,mya,vampirella,49,3600,,,
11771,2014.06.13,141,thecount,vampirella,610,3600,,,
11791,2014.06.13,141,mya,vampirella,49,3600,,,
11797,2014.06.13,141,thecount,vampirella,610,3600,,,
11810,2014.06.14,142,houdini,lily,30,3600,,,
11842,2014.06.14,143,mya,bella,212,3600,,,
11857,2014.07.05,144,bella,lucy,191,3600,,,
11869,2014.07.05,144,mya,lucy,36,3600,,,
11872,2014.07.05,144,snow,lucy,70,3600,,,
11877,2014.07.05,144,veronica,lucy,57,3600,,,
11883,2014.07.05,144,bella,lucy,191,3600,,,
11895,2014.07.05,144,mya,lucy,36,3600,,,
11898,2014.07.05,144,snow,lucy,70,3600,,,
11903,2014.07.05,144,veronica,lucy,57,3600,,,
11909,2014.07.05,144,bella,lucy,191,3600,,,
11921,2014.07.05,144,mya,lucy,36,3600,,,
11924,2014.07.05,144,snow,lucy,70,3600,,,
11929,2014.07.05,144,veronica,lucy,57,3600,,,
11935,2014.07.05,144,bella,lucy,191,3600,,,
11947,2014.07.05,144,mya,lucy,36,3600,,,
11950,2014.07.05,144,snow,lucy,70,3600,,,
11955,2014.07.05,144,veronica,lucy,57,3600,,,
11980,2014.07.05,145,vampirella,zaria,161,3600,,,
11997,2014.07.07,146,mina,bella,190,3600,,,
12018,2014.07.07,147,houdini,lily,121,3600,,,
12038,2014.07.08,148,cerce,three,42,3600,,,
12049,2014.07.08,148,mina,three,56,3600,,,
12064,2014.07.08,148,cerce,three,42,3600,,,
12075,2014.07.08,148,mina,three,56,3600,,,
12129,2014.07.09,150,mina,mya,167,3600,,,
12132,2014.07.09,150,snow,mya,31,3600,,,
12155,2014.07.09,150,mina,mya,167,3600,,,
12158,2014.07.09,150,snow,mya,31,3600,,,
12167,2014.07.09,151,three,veronica,5,3600,,,
12181,2014.07.09,151,mina,veronica,123,3600,,,
12184,2014.07.09,151,snow,veronica,658,3600,,,
12193,2014.07.09,151,three,veronica,5,3600,,,
12207,2014.07.09,151,mina,veronica,123,3600,,,
12210,2014.07.09,151,snow,veronica,658,3600,,,
12219,2014.07.09,151,three,veronica,5,3600,,,
12233,2014.07.09,151,mina,veronica,123,3600,,,
12236,2014.07.09,151,snow,veronica,658,3600,,,
12257,2014.07.10,152,marce,countess,5,3600,,,
12266,2014.07.10,152,veronica,countess,29,3600,,,
12283,2014.07.10,152,marce,countess,5,3600,,,
12292,2014.07.10,152,veronica,countess,29,3600,,,
12300,2014.07.10,153,cerce,snow,7,3600,,,
12317,2014.07.10,153,vampirella,snow,26,3600,,,
12326,2014.07.10,153,cerce,snow,7,3600,,,
12343,2014.07.10,153,vampirella,snow,26,3600,,,
12349,2014.07.11,154,three,cerce,15,3600,,,
12387,2014.07.11,155,mina,marce,142,3600,,,
12406,2014.07.12,156,countess,lucy,9,3600,,,
12415,2014.07.12,156,mya,lucy,128,3600,,,
12418,2014.07.12,156,snow,lucy,229,3600,,,
12422,2014.07.12,156,vampirella,lucy,52,3600,,,
12432,2014.07.12,156,countess,lucy,9,3600,,,
12441,2014.07.12,156,mya,lucy,128,3600,,,
12444,2014.07.12,156,snow,lucy,229,3600,,,
12448,2014.07.12,156,vampirella,lucy,52,3600,,,
12458,2014.07.12,156,countess,lucy,9,3600,,,
12467,2014.07.12,156,mya,lucy,128,3600,,,
12470,2014.07.12,156,snow,lucy,229,3600,,,
12474,2014.07.12,156,vampirella,lucy,52,3600,,,
12484,2014.07.12,156,countess,lucy,9,3600,,,
12493,2014.07.12,156,mya,lucy,128,3600,,,
12496,2014.07.12,156,snow,lucy,229,3600,,,
12500,2014.07.12,156,vampirella,lucy,52,3600,,,
12518,2014.07.12,157,mina,zaria,126,3600,,,
12522,2014.07.12,157,snow,zaria,315,3600,,,
12529,2014.07.12,157,zarison,zaria,61,3600,,,
12544,2014.07.12,157,mina,zaria,126,3600,,,
12548,2014.07.12,157,snow,zaria,315,3600,,,
12555,2014.07.12,157,zarison,zaria,61,3600,,,
12570,2014.07.12,157,mina,zaria,126,3600,,,
12574,2014.07.12,157,snow,zaria,315,3600,,,
12581,2014.07.12,157,zarison,zaria,61,3600,,,
12583,2014.07.14,158,three,bella,64,3600,,,
12595,2014.07.14,158,mina,bella,7,3600,,,
12596,2014.07.14,158,mya,bella,320,3600,,,
12602,2014.07.14,158,thecount,bella,270,3600,,,
12609,2014.07.14,158,three,bella,64,3600,,,
12621,2014.07.14,158,mina,bella,7,3600,,,
12622,2014.07.14,158,mya,bella,320,3600,,,
12628,2014.07.14,158,thecount,bella,270,3600,,,
12635,2014.07.14,158,three,bella,64,3600,,,
12647,2014.07.14,158,mina,bella,7,3600,,,
12648,2014.07.14,158,mya,bella,320,3600,,,
12654,2014.07.14,158,thecount,bella,270,3600,,,
12661,2014.07.14,158,three,bella,64,3600,,,
12673,2014.07.14,158,mina,bella,7,3600,,,
12674,2014.07.14,158,mya,bella,320,3600,,,
12680,2014.07.14,158,thecount,bella,270,3600,,,
12714,2014.07.15,160,cerce,three,199,3600,,,
12725,2014.07.15,160,mina,three,33,3600,,,
12740,2014.07.15,160,cerce,three,199,3600,,,
12751,2014.07.15,160,mina,three,33,3600,,,
12766,2014.07.15,161,cerce,four,64,3600,,,
12777,2014.07.15,161,mina,four,46,3600,,,
12792,2014.07.15,161,cerce,four,64,3600,,,
12803,2014.07.15,161,mina,four,46,3600,,,
12828,2014.07.16,162,lucy,mya,12,3600,,,
12831,2014.07.16,162,mina,mya,118,3600,,,
12836,2014.07.16,162,streblick,mya,30,3600,,,
12854,2014.07.16,162,lucy,mya,12,3600,,,
12857,2014.07.16,162,mina,mya,118,3600,,,
12862,2014.07.16,162,streblick,mya,30,3600,,,
12880,2014.07.16,162,lucy,mya,12,3600,,,
12883,2014.07.16,162,mina,mya,118,3600,,,
12888,2014.07.16,162,streblick,mya,30,3600,,,
12897,2014.07.16,163,bella,veronica,87,3600,,,
12909,2014.07.16,163,mina,veronica,38,3600,,,
12912,2014.07.16,163,snow,veronica,413,3600,,,
12923,2014.07.16,163,bella,veronica,87,3600,,,
12935,2014.07.16,163,mina,veronica,38,3600,,,
12938,2014.07.16,163,snow,veronica,413,3600,,,
12949,2014.07.16,163,bella,veronica,87,3600,,,
12961,2014.07.16,163,mina,veronica,38,3600,,,
12964,2014.07.16,163,snow,veronica,413,3600,,,
12981,2014.07.17,164,lily,countess,136,3600,,,
12983,2014.07.17,164,lucy,countess,39,3600,,,
12985,2014.07.17,164,marce,countess,16,3600,,,
12987,2014.07.17,164,mya,countess,209,3600,,,
13007,2014.07.17,164,lily,countess,136,3600,,,
13009,2014.07.17,164,lucy,countess,39,3600,,,
13011,2014.07.17,164,marce,countess,16,3600,,,
13013,2014.07.17,164,mya,countess,209,3600,,,
13033,2014.07.17,164,lily,countess,136,3600,,,
13035,2014.07.17,164,lucy,countess,39,3600,,,
13037,2014.07.17,164,marce,countess,16,3600,,,
13039,2014.07.17,164,mya,countess,209,3600,,,
13059,2014.07.17,164,lily,countess,136,3600,,,
13061,2014.07.17,164,lucy,countess,39,3600,,,
13063,2014.07.17,164,marce,countess,16,3600,,,
13065,2014.07.17,164,mya,countess,209,3600,,,
13080,2014.07.17,165,cerce,snow,31,3600,,,
13097,2014.07.17,165,vampirella,snow,329,3600,,,
13106,2014.07.17,165,cerce,snow,31,3600,,,
13123,2014.07.17,165,vampirella,snow,329,3600,,,
13129,2014.07.18,166,three,cerce,170,3600,,,
13141,2014.07.18,166,mina,cerce,73,3600,,,
13155,2014.07.18,166,three,cerce,170,3600,,,
13167,2014.07.18,166,mina,cerce,73,3600,,,
13221,2014.07.19,168,mya,mina,1069,3600,,,
13228,2014.07.19,168,veronica,mina,38,3600,,,
13247,2014.07.19,168,mya,mina,1069,3600,,,
13254,2014.07.19,168,veronica,mina,38,3600,,,
13273,2014.07.19,169,mya,vampirella,42,3600,,,
13279,2014.07.19,169,thecount,vampirella,46,3600,,,
13299,2014.07.19,169,mya,vampirella,42,3600,,,
13305,2014.07.19,169,thecount,vampirella,46,3600,,,
13313,2014.07.23,170,cerce,four,298,3600,,,
13315,2014.07.23,170,countess,four,117,3600,,,
13339,2014.07.23,170,cerce,four,298,3600,,,
13341,2014.07.23,170,countess,four,117,3600,,,
13364,2014.07.23,171,bella,lily,439,3600,,,
13391,2014.07.24,172,bella,veronica,10,3600,,,
13392,2014.07.24,172,cerce,veronica,128,3600,,,
13407,2014.07.24,172,snow,veronica,454,3600,,,
13417,2014.07.24,172,bella,veronica,10,3600,,,
13418,2014.07.24,172,cerce,veronica,128,3600,,,
13433,2014.07.24,172,snow,veronica,454,3600,,,
13443,2014.07.24,172,bella,veronica,10,3600,,,
13444,2014.07.24,172,cerce,veronica,128,3600,,,
13459,2014.07.24,172,snow,veronica,454,3600,,,
13470,2014.07.24,173,cerce,zaria,5,3600,,,
13478,2014.07.24,173,lucy,zaria,535,3600,,,
13496,2014.07.24,173,cerce,zaria,5,3600,,,
13504,2014.07.24,173,lucy,zaria,535,3600,,,
13530,2014.07.25,174,lucy,mina,109,3600,,,
13533,2014.07.25,174,mya,mina,174,3600,,,
13556,2014.07.25,174,lucy,mina,109,3600,,,
13559,2014.07.25,174,mya,mina,174,3600,,,
13576,2014.07.25,175,countess,snow,435,3600,,,
13590,2014.07.25,175,thecount,snow,656,3600,,,
13591,2014.07.25,175,vampirella,snow,99,3600,,,
13602,2014.07.25,175,countess,snow,435,3600,,,
13616,2014.07.25,175,thecount,snow,656,3600,,,
13617,2014.07.25,175,vampirella,snow,99,3600,,,
13628,2014.07.25,175,countess,snow,435,3600,,,
13642,2014.07.25,175,thecount,snow,656,3600,,,
13643,2014.07.25,175,vampirella,snow,99,3600,,,
13656,2014.07.26,176,lily,bella,199,3600,,,
13703,2014.07.27,178,bella,cerce,11,3600,,,
13721,2014.07.27,178,vampirella,cerce,510,3600,,,
13729,2014.07.27,178,bella,cerce,11,3600,,,
13747,2014.07.27,178,vampirella,cerce,510,3600,,,
13763,2014.07.27,179,lucy,mya,20,3600,,,
13766,2014.07.27,179,mina,mya,105,3600,,,
13771,2014.07.27,179,streblick,mya,107,3600,,,
13789,2014.07.27,179,lucy,mya,20,3600,,,
13792,2014.07.27,179,mina,mya,105,3600,,,
13797,2014.07.27,179,streblick,mya,107,3600,,,
13815,2014.07.27,179,lucy,mya,20,3600,,,
13818,2014.07.27,179,mina,mya,105,3600,,,
13823,2014.07.27,179,streblick,mya,107,3600,,,
13843,2014.07.28,180,mina,countess,42,3600,,,
13847,2014.07.28,180,snow,countess,455,3600,,,
13869,2014.07.28,180,mina,countess,42,3600,,,
13873,2014.07.28,180,snow,countess,455,3600,,,
13909,2014.07.29,182,three,vampirella,93,3600,,,
13911,2014.07.29,182,bella,vampirella,11,3600,,,
13922,2014.07.29,182,mina,vampirella,116,3600,,,
13926,2014.07.29,182,snow,vampirella,67,3600,,,
13929,2014.07.29,182,thecount,vampirella,99,3600,,,
13935,2014.07.29,182,three,vampirella,93,3600,,,
13937,2014.07.29,182,bella,vampirella,11,3600,,,
13948,2014.07.29,182,mina,vampirella,116,3600,,,
13952,2014.07.29,182,snow,vampirella,67,3600,,,
13955,2014.07.29,182,thecount,vampirella,99,3600,,,
13961,2014.07.29,182,three,vampirella,93,3600,,,
13963,2014.07.29,182,bella,vampirella,11,3600,,,
13974,2014.07.29,182,mina,vampirella,116,3600,,,
13978,2014.07.29,182,snow,vampirella,67,3600,,,
13981,2014.07.29,182,thecount,vampirella,99,3600,,,
13987,2014.07.29,182,three,vampirella,93,3600,,,
13989,2014.07.29,182,bella,vampirella,11,3600,,,
14000,2014.07.29,182,mina,vampirella,116,3600,,,
14004,2014.07.29,182,snow,vampirella,67,3600,,,
14007,2014.07.29,182,thecount,vampirella,99,3600,,,
14013,2014.07.29,182,three,vampirella,93,3600,,,
14015,2014.07.29,182,bella,vampirella,11,3600,,,56.125
14026,2014.07.29,182,mina,vampirella,116,3600,,,2189
14030,2014.07.29,182,snow,vampirella,67,3600,,,
14033,2014.07.29,182,thecount,vampirella,99,3600,,,
14041,2014.07.29,183,bella,lucy,139,3600,,,
14052,2014.07.29,183,mina,lucy,93,3600,,,
14059,2014.07.29,183,thecount,lucy,161,3600,,,
14067,2014.07.29,183,bella,lucy,139,3600,,,
14078,2014.07.29,183,mina,lucy,93,3600,,,
14085,2014.07.29,183,thecount,lucy,161,3600,,,
14093,2014.07.29,183,bella,lucy,139,3600,,,
14104,2014.07.29,183,mina,lucy,93,3600,,,
14111,2014.07.29,183,thecount,lucy,161,3600,,,
